stn;date;time;tre200b0;tre200bn;tre200bx;ure200b0;rre150b0;sre000b0;gre000b0;dkl010b0;fu3010b0;fu3010b1;prestab0
WAE;03/01/2014;00:00;2.5;1.5;3.3;78.2;0.0;0;0;131;3.6;14.0;955.9
WAE;03/01/2014;01:00;2.6;1.9;2.8;75.1;0.0;0;0;145;4.7;13.0;955.7
WAE;03/01/2014;02:00;2.0;1.3;2.8;75.9;0.0;0;0;162;2.5;10.4;955.9
WAE;03/01/2014;03:00;1.8;1.6;1.9;79.7;0.0;0;0;270;1.4;11.2;956.0
WAE;03/01/2014;04:00;1.8;1.3;2.3;76.4;0.0;0;0;157;5.0;10.8;956.1
WAE;03/01/2014;05:00;1.5;1.2;2.0;78.3;0.0;0;0;135;2.5;10.1;955.9
WAE;03/01/2014;06:00;1.4;0.7;1.8;79.5;0.0;0;0;158;4.3;9.4;955.7
WAE;03/01/2014;07:00;1.3;1.0;1.7;76.3;0.0;0;0;0;0.4;3.6;955.8
WAE;03/01/2014;08:00;1.8;1.1;2.2;75.1;0.0;0;14;225;2.9;6.8;955.9
WAE;03/01/2014;09:00;2.7;1.7;3.6;72.8;0.0;8;88;207;1.4;9.0;956.5
WAE;03/01/2014;10:00;3.9;3.3;4.6;72.9;0.0;20;163;180;3.2;19.1;957.2
WAE;03/01/2014;11:00;4.5;3.9;5.2;70.4;0.0;0;66;176;7.2;16.6;958.1
WAE;03/01/2014;12:00;5.2;4.7;5.7;73.6;0.0;0;109;156;4.7;12.2;957.8
WAE;03/01/2014;13:00;5.9;4.8;6.7;72.9;0.0;0;92;158;4.3;11.9;957.7
WAE;03/01/2014;14:00;6.1;5.3;6.6;72.4;0.0;0;77;276;4.7;10.4;957.5
WAE;03/01/2014;15:00;6.4;5.8;6.7;65.2;0.0;0;29;242;12.2;24.1;957.4
WAE;03/01/2014;16:00;6.1;5.7;6.6;69.9;0.0;0;7;315;5.4;20.9;957.9
WAE;03/01/2014;17:00;6.9;6.5;7.3;71.9;0.0;0;0;283;5.0;15.8;958.6
WAE;03/01/2014;18:00;5.9;5.6;6.1;81.3;0.2;0;0;135;6.1;14.4;959.5
WAE;03/01/2014;19:00;5.3;4.9;5.8;85.8;0.0;0;0;188;5.4;17.6;959.9
WAE;03/01/2014;20:00;5.9;5.3;6.3;80.9;0.0;0;0;162;1.8;10.4;960.0
WAE;03/01/2014;21:00;5.8;5.2;6.4;77.5;0.0;0;0;277;4.0;11.9;959.8
WAE;03/01/2014;22:00;6.3;5.7;6.7;72.4;0.0;0;0;270;5.8;24.8;959.8
WAE;03/01/2014;23:00;6.7;5.9;7.3;71.8;0.0;0;0;310;5.8;24.1;960.0
WAE;04/01/2014;00:00;5.7;4.8;6.8;79.3;0.0;0;0;225;4.3;11.2;959.9
WAE;04/01/2014;01:00;5.1;4.6;5.7;81.8;0.0;0;0;194;3.2;9.4;959.5
WAE;04/01/2014;02:00;5.0;4.4;5.4;78.6;0.0;0;0;174;5.4;16.6;958.9
WAE;04/01/2014;03:00;5.1;4.6;5.3;77.4;0.0;0;0;186;4.0;10.8;958.3
WAE;04/01/2014;04:00;4.7;3.8;5.1;79.5;0.0;0;0;153;1.8;7.9;957.2
WAE;04/01/2014;05:00;5.1;4.6;5.6;75.4;0.0;0;0;180;5.0;14.0;956.3
WAE;04/01/2014;06:00;4.6;4.2;4.9;78.6;0.0;0;0;292;2.2;6.5;955.4
WAE;04/01/2014;07:00;4.6;4.2;5.1;82.0;0.0;0;0;256;2.5;7.2;954.6
WAE;04/01/2014;08:00;4.9;4.8;5.2;78.5;0.0;0;3;230;3.2;9.7;953.8
WAE;04/01/2014;09:00;5.0;4.7;5.3;79.0;0.0;0;13;180;1.1;7.9;952.9
WAE;04/01/2014;10:00;5.1;4.7;5.5;84.3;0.0;0;42;158;3.6;10.1;951.8
WAE;04/01/2014;11:00;4.7;4.4;5.0;92.4;0.0;0;53;0;0.0;0.0;950.4
WAE;04/01/2014;12:00;5.0;4.9;5.2;90.5;0.0;0;72;297;1.1;7.9;948.8
WAE;04/01/2014;13:00;5.1;4.9;5.4;89.5;0.0;0;42;292;2.2;9.0;948.0
WAE;04/01/2014;14:00;5.4;4.8;5.6;89.3;0.0;0;43;303;6.1;18.7;947.7
WAE;04/01/2014;15:00;5.3;5.1;5.5;88.5;0.0;0;20;229;4.7;10.4;948.0
WAE;04/01/2014;16:00;5.7;5.2;6.1;89.1;0.0;0;5;191;5.4;16.2;948.1
WAE;04/01/2014;17:00;4.7;4.4;4.9;96.3;1.2;0;0;124;5.4;13.7;948.5
WAE;04/01/2014;18:00;4.4;4.3;4.6;98.8;1.4;0;0;130;6.5;17.3;947.6
WAE;04/01/2014;19:00;5.3;5.1;5.5;93.5;0.0;0;0;122;7.9;26.3;946.5
WAE;04/01/2014;20:00;5.1;4.8;5.5;92.6;0.0;0;0;124;8.6;23.8;945.7
WAE;04/01/2014;21:00;4.3;4.0;4.6;95.5;0.0;0;0;146;1.4;7.9;944.7
WAE;04/01/2014;22:00;4.4;3.9;4.7;93.9;0.0;0;0;225;2.9;8.6;944.0
WAE;04/01/2014;23:00;4.5;4.0;4.8;93.4;0.0;0;0;237;6.5;19.1;943.7
WAE;05/01/2014;00:00;4.0;3.6;4.5;95.5;0.0;0;0;270;1.8;9.0;943.5
WAE;05/01/2014;01:00;4.4;3.7;5.0;93.7;0.0;0;0;246;13.3;35.6;944.0
WAE;05/01/2014;02:00;5.1;4.3;6.0;89.0;0.1;0;0;250;23.8;63.7;946.5
WAE;05/01/2014;03:00;5.0;4.6;5.5;87.9;0.9;0;0;253;26.6;65.2;948.3
WAE;05/01/2014;04:00;4.4;4.2;4.8;89.6;1.8;0;0;258;15.1;31.3;949.6
WAE;05/01/2014;05:00;4.3;4.1;4.5;92.4;1.3;0;0;242;7.2;24.5;950.0
WAE;05/01/2014;06:00;4.8;4.6;4.9;83.9;0.0;0;0;245;10.4;27.4;950.8
WAE;05/01/2014;07:00;4.5;4.1;4.9;85.9;0.9;0;0;238;4.7;19.4;951.9
WAE;05/01/2014;08:00;4.0;3.7;4.6;90.8;0.8;0;2;290;4.7;10.1;953.2
WAE;05/01/2014;09:00;4.1;3.9;4.3;90.3;0.9;0;16;235;7.2;13.7;954.2
WAE;05/01/2014;10:00;4.2;4.1;4.3;89.5;0.9;0;46;250;4.3;11.2;954.9
WAE;05/01/2014;11:00;4.4;4.2;4.9;93.1;0.3;0;70;0;0.0;0.0;955.3
WAE;05/01/2014;12:00;4.8;4.5;5.3;88.6;0.0;3;138;90;0.7;8.3;955.3
WAE;05/01/2014;13:00;5.4;5.1;5.7;82.3;0.0;12;194;117;2.5;11.5;955.4
WAE;05/01/2014;14:00;5.6;5.2;6.1;84.6;0.0;20;199;81;2.9;9.4;955.8
WAE;05/01/2014;15:00;5.0;4.4;5.7;81.3;0.0;55;132;135;3.2;8.3;956.5
WAE;05/01/2014;16:00;4.0;3.4;4.5;82.4;0.0;0;9;180;7.9;12.6;957.2
WAE;05/01/2014;17:00;2.3;1.6;2.9;87.3;0.0;0;0;196;2.9;7.9;957.8
WAE;05/01/2014;18:00;2.2;2.0;2.4;85.1;0.0;0;0;225;1.1;6.1;958.5
WAE;05/01/2014;19:00;2.0;1.0;2.3;86.0;0.0;0;0;198;1.4;7.2;958.9
WAE;05/01/2014;20:00;1.5;1.2;1.7;86.4;0.0;0;0;162;2.5;7.9;959.2
WAE;05/01/2014;21:00;1.4;0.9;1.9;85.1;0.0;0;0;151;4.7;10.4;958.7
WAE;05/01/2014;22:00;0.8;0.3;1.5;89.5;0.0;0;0;162;1.1;6.5;958.1
WAE;05/01/2014;23:00;0.9;0.2;2.0;86.4;0.0;0;0;249;3.6;10.1;958.7
WAE;06/01/2014;00:00;1.3;0.9;1.5;83.3;0.0;0;0;195;6.5;13.7;959.1
WAE;06/01/2014;01:00;0.6;0.3;0.8;86.3;0.0;0;0;151;4.7;13.0;958.8
WAE;06/01/2014;02:00;0.2;0.1;0.7;86.2;0.0;0;0;233;3.2;8.6;959.0
WAE;06/01/2014;03:00;0.5;-0.1;0.8;84.3;0.0;0;0;264;3.2;6.5;959.4
WAE;06/01/2014;04:00;0.3;-0.2;0.8;83.4;0.0;0;0;180;2.5;11.2;959.3
WAE;06/01/2014;05:00;0.4;-0.1;1.0;81.9;0.0;0;0;162;5.0;13.7;959.2
WAE;06/01/2014;06:00;-0.1;-0.3;0.2;84.0;0.0;0;0;194;1.8;9.4;959.3
WAE;06/01/2014;07:00;0.1;-0.3;0.7;81.9;0.0;0;0;225;4.3;10.4;959.5
WAE;06/01/2014;08:00;1.2;1.0;1.5;75.9;0.0;0;15;195;4.7;13.0;959.9
WAE;06/01/2014;09:00;2.3;1.5;2.9;72.0;0.0;33;102;151;7.2;17.3;960.0
WAE;06/01/2014;10:00;3.1;2.7;3.6;75.7;0.0;60;249;95;4.3;10.4;960.1
WAE;06/01/2014;11:00;4.2;3.4;4.8;66.8;0.0;60;308;126;3.6;9.4;959.9
WAE;06/01/2014;12:00;4.7;4.4;4.9;71.6;0.0;60;329;90;4.0;10.1;959.0
WAE;06/01/2014;13:00;5.7;5.4;6.0;57.6;0.0;60;255;158;1.8;8.3;958.4
WAE;06/01/2014;14:00;6.5;5.9;7.0;56.2;0.0;57;232;270;0.4;4.3;958.1
WAE;06/01/2014;15:00;6.7;6.3;7.2;49.1;0.0;49;144;270;2.2;10.8;957.5
WAE;06/01/2014;16:00;6.4;5.8;6.9;56.2;0.0;0;11;274;5.8;14.0;957.7
WAE;06/01/2014;17:00;6.2;5.9;6.5;65.3;0.0;0;0;241;4.7;15.5;957.2
WAE;06/01/2014;18:00;6.2;5.9;6.3;60.7;0.0;0;0;270;4.7;14.0;957.2
WAE;06/01/2014;19:00;5.8;5.7;6.1;62.6;0.0;0;0;237;12.2;21.6;957.5
WAE;06/01/2014;20:00;5.7;5.4;5.9;66.4;0.0;0;0;207;4.3;17.6;957.9
WAE;06/01/2014;21:00;5.4;5.3;5.7;66.5;0.0;0;0;148;5.0;10.8;958.1
WAE;06/01/2014;22:00;5.3;5.0;5.6;67.9;0.0;0;0;171;5.4;11.2;958.4
WAE;06/01/2014;23:00;4.9;4.7;5.5;72.4;0.0;0;0;0;0.7;5.8;959.0
WAE;07/01/2014;00:00;5.6;5.3;5.9;69.5;0.0;0;0;252;1.8;14.0;960.0
WAE;07/01/2014;01:00;5.6;4.6;6.9;69.4;0.0;0;0;151;4.7;14.4;960.5
WAE;07/01/2014;02:00;4.8;4.2;5.2;74.8;0.0;0;0;153;2.2;10.1;961.3
WAE;07/01/2014;03:00;5.7;5.4;6.5;70.5;0.0;0;0;171;2.9;8.6;961.7
WAE;07/01/2014;04:00;5.7;5.1;6.2;73.0;0.0;0;0;127;1.8;8.6;961.8
WAE;07/01/2014;05:00;6.1;5.2;6.8;71.8;0.0;0;0;135;1.8;9.4;961.8
WAE;07/01/2014;06:00;5.9;5.4;6.5;74.2;0.0;0;0;0;1.4;5.8;962.1
WAE;07/01/2014;07:00;6.3;6.0;7.0;72.3;0.0;0;0;0;0.0;0.0;962.2
WAE;07/01/2014;08:00;6.1;5.5;6.4;73.1;0.0;12;25;0;0.0;0.0;962.7
WAE;07/01/2014;09:00;7.2;6.5;7.5;68.1;0.0;60;131;99;2.2;10.4;962.9
WAE;07/01/2014;10:00;7.9;7.3;8.7;64.5;0.0;60;228;104;3.2;10.8;963.2
WAE;07/01/2014;11:00;9.3;8.8;9.6;59.7;0.0;60;315;98;2.9;8.3;962.9
WAE;07/01/2014;12:00;9.6;9.0;10.3;57.1;0.0;60;338;96;4.0;8.6;962.3
WAE;07/01/2014;13:00;10.5;10.0;10.9;55.1;0.0;60;327;45;0.4;4.3;962.1
WAE;07/01/2014;14:00;10.3;9.3;11.5;59.6;0.0;58;251;103;3.2;10.8;961.8
WAE;07/01/2014;15:00;9.5;8.8;10.2;61.4;0.0;60;139;121;2.2;13.0;961.8
WAE;07/01/2014;16:00;9.1;8.8;9.4;63.8;0.0;1;11;194;1.8;9.7;962.1
WAE;07/01/2014;17:00;7.8;7.4;8.3;69.0;0.0;0;0;207;5.8;11.9;962.2
WAE;07/01/2014;18:00;8.0;7.3;8.4;68.5;0.0;0;0;191;7.2;14.0;962.2
WAE;07/01/2014;19:00;8.7;8.4;8.9;65.0;0.0;0;0;173;3.2;11.9;962.5
WAE;07/01/2014;20:00;8.3;7.9;8.8;65.0;0.0;0;0;266;7.2;17.3;962.9
WAE;07/01/2014;21:00;7.7;7.2;8.1;67.1;0.0;0;0;27;2.5;7.9;963.4
WAE;07/01/2014;22:00;6.7;5.9;7.3;71.9;0.0;0;0;151;4.0;9.4;963.9
WAE;07/01/2014;23:00;6.4;5.7;7.2;72.2;0.0;0;0;159;3.2;12.6;963.7
WAE;08/01/2014;00:00;5.7;5.0;6.1;76.0;0.0;0;0;135;1.1;9.4;963.5
WAE;08/01/2014;01:00;5.9;5.6;6.1;74.4;0.0;0;0;217;2.2;8.3;963.8
WAE;08/01/2014;02:00;7.0;6.3;8.1;71.3;0.0;0;0;207;2.9;10.8;964.6
WAE;08/01/2014;03:00;7.6;6.1;8.4;69.9;0.0;0;0;153;6.8;18.0;965.3
WAE;08/01/2014;04:00;6.4;5.6;7.4;75.9;0.0;0;0;174;5.0;19.4;965.2
WAE;08/01/2014;05:00;6.3;6.1;6.5;77.2;0.0;0;0;315;3.2;9.4;965.3
WAE;08/01/2014;06:00;7.1;6.6;7.7;77.0;0.0;0;0;201;5.0;13.7;966.2
WAE;08/01/2014;07:00;6.7;6.4;6.9;84.0;0.0;0;0;158;2.2;9.4;966.7
WAE;08/01/2014;08:00;6.6;6.2;6.9;80.4;0.0;0;4;130;3.2;10.4;967.0
WAE;08/01/2014;09:00;6.8;6.7;7.2;78.9;0.0;33;88;0;0.0;4.0;967.2
WAE;08/01/2014;10:00;7.9;7.1;9.1;75.8;0.0;60;240;90;1.1;6.8;967.1
WAE;08/01/2014;11:00;9.3;8.6;9.8;69.0;0.0;60;256;117;1.1;8.6;966.8
WAE;08/01/2014;12:00;9.9;9.6;10.3;65.6;0.0;59;269;90;0.7;7.6;966.0
WAE;08/01/2014;13:00;10.7;10.1;11.1;63.3;0.0;30;194;180;0.4;5.8;965.4
WAE;08/01/2014;14:00;10.4;9.9;11.1;68.3;0.0;29;150;0;0.0;0.0;965.0
WAE;08/01/2014;15:00;9.9;9.2;10.4;69.7;0.0;0;72;146;1.4;8.3;964.8
WAE;08/01/2014;16:00;8.8;8.2;9.7;72.4;0.0;0;17;117;0.7;7.9;965.0
WAE;08/01/2014;17:00;8.0;7.6;8.5;80.3;0.0;0;0;194;1.4;6.8;964.9
WAE;08/01/2014;18:00;7.3;6.8;7.8;83.8;0.0;0;0;135;1.1;5.8;964.5
WAE;08/01/2014;19:00;7.4;6.6;7.8;81.4;0.0;0;0;171;2.2;9.7;964.4
WAE;08/01/2014;20:00;7.1;6.7;8.2;82.7;0.0;0;0;162;1.4;6.5;964.1
WAE;08/01/2014;21:00;6.9;6.5;7.5;82.1;0.0;0;0;239;2.5;10.8;963.8
WAE;08/01/2014;22:00;6.5;5.5;6.8;82.5;0.0;0;0;315;0.7;6.5;963.7
WAE;08/01/2014;23:00;6.0;5.3;6.4;83.1;0.0;0;0;169;2.9;10.8;963.7
WAE;09/01/2014;00:00;5.2;4.8;5.4;84.6;0.0;0;0;0;0.4;6.8;963.3
WAE;09/01/2014;01:00;4.9;4.4;5.2;84.1;0.0;0;0;270;0.7;7.2;962.9
WAE;09/01/2014;02:00;4.6;4.0;5.0;85.2;0.0;0;0;207;1.8;8.6;962.6
WAE;09/01/2014;03:00;4.3;3.9;4.9;84.3;0.0;0;0;146;1.1;6.1;962.2
WAE;09/01/2014;04:00;3.7;3.3;4.1;85.5;0.0;0;0;117;1.1;7.2;961.4
WAE;09/01/2014;05:00;4.0;3.5;4.3;85.8;0.0;0;0;180;1.1;8.3;961.1
WAE;09/01/2014;06:00;3.8;3.6;4.3;87.0;0.0;0;0;117;0.7;5.4;961.2
WAE;09/01/2014;07:00;3.5;2.9;3.9;88.0;0.0;0;0;135;0.7;6.8;961.4
WAE;09/01/2014;08:00;4.1;2.9;6.2;84.5;0.0;4;14;167;3.6;22.3;961.3
WAE;09/01/2014;09:00;4.1;3.3;6.6;87.4;0.0;29;104;150;3.2;20.9;961.0
WAE;09/01/2014;10:00;5.9;4.9;6.4;79.4;0.0;54;203;166;1.8;8.6;960.8
WAE;09/01/2014;11:00;7.2;6.6;7.7;74.3;0.0;44;246;90;0.7;4.3;960.4
WAE;09/01/2014;12:00;8.5;7.7;8.9;69.9;0.0;59;301;90;1.1;7.2;959.5
WAE;09/01/2014;13:00;9.5;8.7;10.4;61.5;0.0;49;262;117;0.7;6.5;958.7
WAE;09/01/2014;14:00;10.4;9.5;12.0;61.5;0.0;52;245;270;1.1;8.3;957.9
WAE;09/01/2014;15:00;12.0;11.7;12.3;52.5;0.0;43;137;204;4.7;14.0;957.6
WAE;09/01/2014;16:00;10.4;9.4;11.3;61.0;0.0;0;13;185;6.8;16.9;957.3
WAE;09/01/2014;17:00;10.9;10.0;11.3;55.3;0.0;0;0;221;9.0;16.6;957.3
WAE;09/01/2014;18:00;12.4;11.4;13.1;45.0;0.0;0;0;256;15.1;32.4;957.1
WAE;09/01/2014;19:00;12.7;12.0;13.4;43.0;0.0;0;0;261;12.6;33.1;957.2
WAE;09/01/2014;20:00;11.1;9.4;12.5;52.3;0.0;0;0;278;8.6;23.4;957.4
WAE;09/01/2014;21:00;12.1;11.8;12.5;48.5;0.0;0;0;277;11.2;23.4;957.6
WAE;09/01/2014;22:00;10.8;10.5;11.4;58.3;0.0;0;0;263;9.0;18.0;958.0
WAE;09/01/2014;23:00;11.3;11.0;11.5;56.8;0.0;0;0;256;13.7;27.4;958.5
WAE;10/01/2014;00:00;9.9;8.1;11.3;67.9;0.0;0;0;288;15.8;40.7;959.2
WAE;10/01/2014;01:00;7.4;6.9;8.1;80.7;0.2;0;0;308;15.5;29.2;960.4
WAE;10/01/2014;02:00;5.9;5.4;6.5;85.8;1.1;0;0;301;9.4;20.2;961.5
WAE;10/01/2014;03:00;5.0;4.8;5.2;91.1;0.6;0;0;337;3.2;12.2;962.3
WAE;10/01/2014;04:00;4.6;4.3;5.0;91.7;1.3;0;0;159;3.2;9.0;962.8
WAE;10/01/2014;05:00;4.0;3.9;4.3;95.7;1.9;0;0;135;6.8;15.1;963.0
WAE;10/01/2014;06:00;3.7;3.6;3.7;96.5;1.1;0;0;129;4.7;9.7;963.3
WAE;10/01/2014;07:00;3.6;3.5;3.7;97.6;0.7;0;0;108;8.3;20.9;963.6
WAE;10/01/2014;08:00;3.3;3.2;3.4;97.7;0.2;0;0;105;10.1;20.5;963.6
WAE;10/01/2014;09:00;3.5;3.4;3.5;97.2;0.5;0;6;110;7.9;19.4;963.9
WAE;10/01/2014;10:00;3.5;3.4;3.6;98.1;0.5;0;19;135;0.4;6.8;964.1
WAE;10/01/2014;11:00;3.9;3.8;4.0;96.0;0.0;0;51;128;4.3;11.5;964.0
WAE;10/01/2014;12:00;4.2;4.1;4.3;95.5;0.0;0;50;141;4.0;9.0;963.3
WAE;10/01/2014;13:00;4.3;4.2;4.7;95.2;0.0;0;64;84;4.0;7.2;962.7
WAE;10/01/2014;14:00;4.6;4.5;4.7;92.0;0.0;0;82;90;1.1;6.1;962.5
WAE;10/01/2014;15:00;4.8;4.6;4.9;90.1;0.0;0;42;0;0.0;0.0;962.5
WAE;10/01/2014;16:00;4.8;4.6;4.9;90.5;0.0;0;10;0;0.4;4.0;962.4
WAE;10/01/2014;17:00;4.4;3.8;4.7;92.5;0.0;0;0;0;0.0;0.0;962.1
WAE;10/01/2014;18:00;4.1;4.0;4.2;95.1;0.0;0;0;0;0.0;0.0;961.9
WAE;10/01/2014;19:00;3.6;3.2;3.9;94.7;0.0;0;0;256;1.4;5.0;962.0
WAE;10/01/2014;20:00;2.9;2.8;3.1;94.9;0.0;0;0;263;2.9;5.8;962.1
WAE;10/01/2014;21:00;2.6;2.4;2.9;95.7;0.0;0;0;225;1.4;5.0;961.9
WAE;10/01/2014;22:00;2.3;2.0;2.6;96.4;0.0;0;0;0;0.0;0.0;962.0
WAE;10/01/2014;23:00;2.0;1.8;2.3;97.6;0.0;0;0;0;0.0;0.0;962.0
WAE;11/01/2014;00:00;1.9;1.7;2.3;97.7;0.0;0;0;0;0.0;0.0;961.9
WAE;11/01/2014;01:00;1.9;1.6;2.1;99.1;0.0;0;0;225;0.4;4.3;961.5
WAE;11/01/2014;02:00;1.7;1.5;1.8;100.0;0.0;0;0;270;0.4;3.6;961.6
WAE;11/01/2014;03:00;1.7;1.6;1.8;99.9;0.0;0;0;0;0.0;0.0;961.2
WAE;11/01/2014;04:00;1.6;1.4;1.8;99.5;0.0;0;0;0;0.0;0.0;960.7
WAE;11/01/2014;05:00;1.8;1.5;1.9;100.0;0.0;0;0;288;2.2;11.5;960.2
WAE;11/01/2014;06:00;1.8;1.6;2.0;100.0;0.0;0;0;292;4.0;8.3;960.2
WAE;11/01/2014;07:00;1.8;1.7;1.9;99.0;0.0;0;0;236;1.4;6.1;960.4
WAE;11/01/2014;08:00;1.9;1.8;2.1;98.7;0.0;0;9;198;1.1;5.0;960.6
WAE;11/01/2014;09:00;2.0;1.8;2.1;98.4;0.0;0;62;162;1.4;5.8;960.8
WAE;11/01/2014;10:00;2.2;2.0;2.3;100.0;0.0;0;81;90;0.4;4.3;961.3
WAE;11/01/2014;11:00;2.7;2.4;3.1;100.0;0.0;0;143;45;1.1;5.0;961.9
WAE;11/01/2014;12:00;3.5;2.8;4.5;99.5;0.0;15;264;90;2.2;10.4;962.3
WAE;11/01/2014;13:00;4.0;3.3;4.8;98.1;0.0;16;243;76;3.2;9.4;962.6
WAE;11/01/2014;14:00;4.9;4.1;5.4;95.1;0.0;0;91;107;4.0;11.9;962.7
WAE;11/01/2014;15:00;5.0;4.1;5.9;94.5;0.0;0;28;270;1.8;7.6;963.4
WAE;11/01/2014;16:00;6.0;5.5;6.7;90.3;0.0;0;10;270;2.2;7.9;963.9
WAE;11/01/2014;17:00;6.1;5.5;6.8;90.4;0.0;0;0;248;5.4;10.1;964.2
WAE;11/01/2014;18:00;5.9;5.3;6.7;91.3;0.0;0;0;146;7.6;18.0;964.2
WAE;11/01/2014;19:00;5.6;4.9;6.2;90.9;0.0;0;0;240;5.0;16.2;964.3
WAE;11/01/2014;20:00;6.3;5.8;6.9;85.7;0.0;0;0;230;6.5;11.9;965.1
